,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,hdmi_port,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,brand_score,ppi,resolution_width,resolution_height,fast_charging,ram,usb_port,Spec_Score,size_category,charging_category
546,547,croma,1,0,35990,4.05,55.0,led,1,25.6,1,0.005288969158099472,4.0,0.0,1.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
547,548,onida,1,0,22872,4.0,43.0,led,1,19.2,1,0.007520111927247289,3.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0
548,549,lg,0,0,20035,4.6,32.0,led,1,16.0,1,0.00872473171949089,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
549,550,onida,0,0,12999,4.55,32.0,qled,1,16.0,1,0.014001077005923533,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0
550,551,toshiba,1,0,49999,4.75,65.0,qled,1,16.0,1,0.00627012540250805,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
551,552,toshiba,1,0,37999,4.55,55.0,qled,1,16.0,1,0.007543619568936024,4.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
552,553,tcl,1,0,2699999,4.65,115.0,miniled,1,64.0,1,0.00015844450312759375,5.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
553,554,blackdecker,1,0,29999,4.05,50.0,led,1,16.0,1,0.00729024300810027,4.0,1.0,0.0,0.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
554,555,lloyd,0,1,22849,4.2,43.0,led,1,19.2,1,0.006801172917851985,4.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
555,556,croma,0,0,8994,4.55,32.0,led,1,16.0,1,0.017706248610184567,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
556,557,reliance,1,0,22990,4.0,43.0,led,1,19.2,1,0.007481513701609395,4.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
557,558,infinix,1,0,26999,4.1,55.0,qled,1,16.0,1,0.008352161191155227,4.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
558,559,acer,1,0,71039,4.75,65.0,qled,1,16.0,1,0.00461366291755233,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
559,560,acer,1,0,99999,4.35,75.0,qled,1,32.0,1,0.003306033060330603,4.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
560,561,foxsky,1,0,41999,4.35,65.0,qled,1,16.0,1,0.006835877044691539,4.0,1.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
561,562,foxsky,1,0,69999,4.5,75.0,qled,1,16.0,1,0.004500064286632666,4.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
562,563,reliance,1,0,29910,4.7,55.0,qled,1,22.4,1,0.008014042126379139,4.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
563,564,vu,1,0,65490,4.65,65.0,qled,1,16.0,1,0.005254237288135594,4.0,1.0,0.0,0.0,7.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
564,565,foxsky,1,0,24999,4.55,50.0,qled,1,25.6,1,0.01001040041601664,4.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
565,566,foxsky,1,0,27999,4.45,55.0,qled,1,25.6,1,0.008741383620843602,4.0,0.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
566,567,samsung,1,0,74990,4.6,55.0,qled,1,28.8,1,0.004109881317509001,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
567,568,hisense,0,1,24990,4.5,43.0,led,1,19.2,1,0.007382953181272509,4.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
568,569,acer,0,0,15399,4.3,32.0,qled,1,16.0,1,0.011448795376323137,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0
569,570,acer,1,0,37999,4.1,55.0,qled,1,16.0,1,0.006797547303876416,4.0,1.0,0.0,0.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
570,571,acer,1,0,32499,4.1,50.0,qled,1,16.0,1,0.007821779131665589,4.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
571,572,vu,1,0,27699,4.6,50.0,led,1,16.0,1,0.009133903751037942,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
572,573,vu,1,0,28990,4.35,43.0,led,1,16.0,1,0.007952742324939633,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
573,574,hisense,0,0,11999,4.2,32.0,led,1,16.0,1,0.012601050087507294,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
574,575,xiaomi,1,0,70999,4.6,65.0,qled,1,32.0,1,0.004405695854871195,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
575,576,realme,1,0,24999,4.3,55.0,led,1,16.0,1,0.008256330253210127,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
576,577,realme,1,0,24399,4.75,43.0,led,1,16.0,1,0.008955285052666092,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
577,578,realme,1,0,37799,4.25,65.0,qled,1,16.0,1,0.006408899706341438,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
578,579,xiaomi,1,0,34099,4.4,55.0,led,1,19.2,1,0.00670987418985894,4.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
579,580,infinix,0,0,8399,4.05,31.89,led,1,16.0,1,0.014948208120014288,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
580,581,samsung,1,0,45990,4.2,55.0,led,1,22.4,1,0.004931506849315068,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
581,582,sony,1,0,280990,4.4,65.0,oled,1,32.0,1,0.0013310082209331295,4.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
582,583,sony,1,0,356990,4.3,75.0,qled,1,32.0,1,0.0010117930474242975,4.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
583,584,sony,1,0,469990,4.35,85.0,qled,1,32.0,1,0.0007959743824336687,4.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0
584,585,wobble,0,0,13999,4.25,32.0,led,1,16.0,1,0.011232945210372169,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
585,586,sony,1,0,72699,4.65,50.0,led,1,16.0,1,0.003965666652911319,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
586,587,sony,1,0,140990,4.75,75.0,led,1,16.0,1,0.0023583232853393856,4.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
587,588,hisense,1,0,59999,4.65,65.0,qled,1,22.4,1,0.005115085251420857,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
588,589,kodak,0,0,10499,4.55,32.0,qled,1,16.0,1,0.01820173349842842,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
589,590,haier,0,1,47378,4.65,43.0,led,1,19.2,1,0.004220313225547723,4.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
590,591,thomson,0,0,10499,4.3,32.0,qled,1,16.0,1,0.016382512620249548,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
591,592,sony,1,0,75990,4.1,55.0,led,1,16.0,1,0.003291222529280168,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
592,593,sony,0,0,28990,4.25,32.0,led,1,16.0,1,0.006157295619179028,4.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
593,594,hisense,1,0,43999,4.6,65.0,led,1,16.0,1,0.006063774176685833,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
594,595,sony,0,0,28490,4.6,32.0,led,1,16.0,1,0.0064584064584064585,4.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
595,596,sony,1,0,48999,4.5,50.0,led,1,16.0,1,0.0048674462744137635,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
596,597,sony,1,0,206990,4.7,65.0,miniled,1,32.0,1,0.0018392192859558432,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
597,598,samsung,1,0,271890,4.2,98.0,led,1,28.8,1,0.0011431093456912723,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0
598,599,hisense,1,0,32265,4.65,55.0,qled,1,19.2,1,0.008503021850302186,4.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
599,600,toshiba,1,0,128999,4.5,85.0,qled,1,32.0,1,0.002651183342506531,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0
600,601,hisense,1,0,22999,4.35,43.0,led,1,16.0,1,0.010024348884734118,4.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
601,602,croma,0,0,5990,4.0,24.0,led,0,16.0,1,0.012020033388981636,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
602,603,croma,1,0,64994,4.5,75.0,qled,1,16.0,1,0.0040849924608425394,4.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
603,604,hisense,1,0,52910,4.4,65.0,qled,1,28.8,1,0.005571725571725572,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
604,605,redmi,0,0,13999,4.3,32.0,led,1,16.0,1,0.009829273519537109,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
605,606,hisense,1,0,85250,4.0,75.0,qled,1,25.6,1,0.003472140762463343,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
606,607,iffalcon,0,0,19990,4.5,32.0,led,1,16.0,1,0.008329164582291146,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
607,608,samsung,1,0,56990,4.35,55.0,qled,1,25.6,1,0.004350763291805579,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
608,609,toshiba,1,0,39599,4.75,55.0,qled,1,28.8,1,0.0074370564913255385,4.0,0.0,1.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
609,610,sony,1,0,69999,4.25,65.0,led,1,16.0,1,0.0037643394905641507,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
610,611,tcl,1,0,166990,4.65,65.0,qled,1,32.0,1,0.0018099886220731781,3.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
611,612,lg,1,0,64494,4.35,65.0,led,1,19.2,1,0.0037096474090613078,4.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
612,613,lg,1,0,42994,4.25,55.0,led,1,22.4,1,0.005140252128203936,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
613,614,tcl,1,0,121990,4.6,55.0,qled,1,32.0,1,0.0021870645134847116,3.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
614,615,lg,1,0,169999,4.15,65.0,oled,1,44.8,1,0.001977364572732781,5.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
615,616,tcl,1,0,119999,4.55,75.0,qled,1,16.0,1,0.002502520854340453,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0
616,617,motorola,1,0,55998,4.75,65.0,qled,1,16.0,1,0.0051742919389978215,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
617,618,tcl,0,1,11990,4.55,32.0,led,1,19.2,1,0.013281901584653878,3.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
618,619,motorola,1,0,35499,4.35,55.0,miniled,1,16.0,1,0.007107242457534015,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
619,620,tcl,1,0,26199,4.3,50.0,led,1,16.0,1,0.008534676896064734,3.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
620,621,tcl,1,0,34999,4.75,55.0,qled,1,32.0,1,0.008143089802565787,3.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
621,622,samsung,1,0,719990,4.65,75.0,qled,1,19.2,1,0.0005425075348268726,5.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0
622,623,samsung,1,0,75499,4.4,50.0,qled,1,28.8,1,0.0038464085617028044,4.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
623,624,samsung,1,0,69990,4.0,65.0,led,1,25.6,1,0.0032576082297471067,3.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
624,625,samsung,1,0,499990,4.3,77.0,oled,1,41.6,1,0.0007310146202924059,5.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0
625,626,samsung,1,0,57990,4.05,65.0,led,1,19.2,1,0.00384117951370926,3.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
626,627,samsung,1,0,37999,4.55,50.0,led,1,19.2,1,0.006585699623674307,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
627,628,samsung,1,0,38499,4.15,55.0,led,1,22.4,1,0.005820930413776982,3.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
628,629,samsung,1,0,35018,4.05,43.0,led,1,19.2,1,0.0057827403049860076,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
629,630,samsung,1,0,99990,4.75,65.0,qled,1,19.2,1,0.0031353135313531354,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
630,631,samsung,1,0,99990,4.1,75.0,led,1,16.0,1,0.002583258325832583,4.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
631,632,samsung,1,0,50421,4.7,50.0,qled,1,22.4,1,0.005220047202554491,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
632,633,lloyd,1,0,28255,4.3,43.0,led,1,19.2,1,0.006543974517784463,4.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
633,634,samsung,1,0,36990,4.7,43.0,led,1,19.2,1,0.006734252500675859,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
634,635,samsung,1,0,61990,4.25,55.0,qled,1,19.2,1,0.00404500725923536,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
635,636,kodak,0,1,14499,4.75,43.0,led,1,19.2,1,0.010811090420028967,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0
636,637,bpl,1,0,24999,4.15,43.0,led,1,22.4,1,0.0078023120924837,4.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
637,638,lg,1,0,57394,4.65,55.0,qned,1,19.2,1,0.004942154232149703,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
638,639,bpl,0,0,12774,4.05,32.0,led,1,16.0,1,0.009828558008454674,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
639,640,samsung,0,1,22499,4.75,43.0,led,1,19.2,1,0.007600337792790791,3.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
640,641,foxsky,1,0,36999,4.45,65.0,led,1,25.6,1,0.005051487878050758,4.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0
641,642,panasonic,0,1,27815,4.75,43.0,led,1,19.2,1,0.005976990832284738,3.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
642,643,blaupunkt,1,0,27599,4.1,55.0,led,1,22.4,1,0.006685024819739845,4.0,0.0,1.0,0.0,6.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
643,644,tcl,0,1,32192,4.75,43.0,led,0,19.2,1,0.006197191848906561,2.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0
644,645,motorola,1,0,25499,4.45,55.0,led,1,16.0,1,0.00802776579473705,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
645,646,croma,0,1,15990,4.75,43.0,led,1,19.2,1,0.01010006253908693,4.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
646,647,haier,1,0,42890,4.4,55.0,led,1,32.0,1,0.0053345768244346,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
647,648,iffalcon,1,0,34099,4.45,55.0,qled,1,19.2,1,0.007177629842517376,3.0,0.0,1.0,0.0,7.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0
648,649,hisense,1,0,499999,4.2,120.0,laser,1,28.8,1,0.0005628011256022513,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,0.0,1.0
649,650,xiaomi,1,0,36899,4.7,55.0,led,1,19.2,1,0.006750860456922953,4.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
650,651,xiaomi,1,0,26990,4.4,43.0,led,1,25.6,1,0.008151167098925528,4.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
651,652,xiaomi,1,0,30399,4.65,50.0,led,1,22.4,1,0.007801243461955986,4.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
652,653,lg,1,0,94990,4.3,48.0,oled,1,19.2,1,0.002625539530476892,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0
653,654,lg,1,0,99990,4.45,55.0,oled,1,19.2,1,0.0027147714771477145,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
654,655,panasonic,0,0,13490,4.05,32.0,led,1,16.0,1,0.010207561156412156,4.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
655,656,panasonic,0,0,23999,4.75,32.0,led,1,16.0,1,0.007125296887370307,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
656,657,onida,0,0,14294,4.3,32.0,led,1,16.0,1,0.01082971876311739,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
657,658,westinghouse,0,0,8999,4.05,32.0,led,1,16.0,1,0.014851650183353706,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
658,659,lg,1,0,64990,4.65,65.0,led,1,22.4,1,0.003720572395753193,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
659,660,lg,1,0,45080,4.7,55.0,led,1,19.2,1,0.005525732031943212,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
660,661,lg,1,0,44999,4.35,50.0,led,1,19.2,1,0.004446765483677415,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
661,662,haier,1,0,39990,4.3,50.0,led,1,32.0,1,0.005483870967741935,4.0,0.0,1.0,0.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
662,663,haier,1,0,32990,4.45,43.0,led,1,32.0,1,0.006609578660200061,4.0,0.0,1.0,0.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
663,664,kodak,0,0,9149,4.4,32.0,led,1,16.0,1,0.015389660072139032,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
664,665,lg,1,0,31255,4.55,43.0,led,1,22.4,1,0.006987681970884657,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
665,666,sony,1,0,653899,4.75,77.0,oled,1,32.0,1,0.0005520730265683232,4.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
666,667,blaupunkt,0,1,13999,4.1,40.0,led,1,19.2,1,0.011129366383313093,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
667,668,sony,1,0,74990,4.05,55.0,led,1,32.0,1,0.003348446459527937,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0
668,669,sony,1,0,57990,4.35,55.0,led,1,25.6,1,0.004275737196068287,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
669,670,thomson,0,0,9149,4.75,32.0,led,1,16.0,1,0.01713302000218603,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
670,671,marq,0,0,7499,4.2,32.0,led,0,16.0,1,0.011761568209094546,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
671,672,panasonic,1,0,41499,4.35,55.0,led,0,19.2,0,0.0057861635220125785,2.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
672,673,blaupunkt,0,1,13999,4.65,39.37,led,1,19.2,1,0.010961497249803559,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
673,674,samsung,1,0,40352,4.7,43.0,led,1,19.2,1,0.005008425852498017,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
674,675,xelectron,0,0,6999,4.45,32.0,led,0,16.0,1,0.01335190741534505,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
675,676,samsung,1,0,54990,4.65,55.0,qled,1,25.6,1,0.004228041462084016,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
676,677,haier,0,0,20595,4.2,32.0,led,1,16.0,1,0.0063219227967953396,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
677,678,samsung,1,0,94990,4.2,75.0,led,1,22.4,1,0.0028739867354458364,3.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0
678,679,beethosol,0,1,17990,4.55,43.0,led,1,19.2,1,0.008852140077821011,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
679,680,lloyd,1,0,29812,4.65,43.0,qled,1,22.4,1,0.0071749631021065345,4.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
680,681,thomson,0,0,6999,4.1,24.0,led,1,16.0,1,0.018159737105300756,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
681,682,samsung,0,0,18728,4.75,32.0,led,1,16.0,1,0.007862558735583084,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
682,683,samsung,0,1,22490,4.45,43.0,led,1,19.2,1,0.006925300133392619,3.0,0.0,1.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
683,684,hisense,1,0,76999,4.15,65.0,qled,1,19.2,1,0.002802633800438967,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
684,685,lloyd,0,0,17590,4.55,32.0,led,1,16.0,1,0.008277430358158044,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
685,686,samsung,1,0,44990,4.55,55.0,led,1,22.4,1,0.004449877750611246,3.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0
